,brand,nod,location,model,varient,fuel,year,transmission,km,price
2123,Maruti,1st Owner,Jaipur,Swift,VDI BSIV,Diesel,2011,Manual,"38,437 Kms","3,80,350"
2143,Maruti,1st Owner,Jaipur,Swift Dzire,VXI 1.2 BS IV,Petrol,2018,Manual,"18,830 Kms","6,87,500"
2185,Hyundai,1st Owner,Jaipur,Grand i10 Nios,Sportz,Petrol,2021,Manual,"1,234 Kms","6,40,000"
2186,Mahindra,2nd Owner,Kota,XUV300,W8 Option Diesel BSIV,Diesel,2019,Manual,"41,395 Kms","10,25,778"
2187,Maruti,1st Owner,Alwar,Alto 800,LXI,Petrol,2015,Manual,"50,485 Kms","3,03,512"
2188,Maruti,1st Owner,Kota,Baleno,1.2 Delta,Petrol,2016,Manual,"46,024 Kms","5,67,500"
2189,Maruti,1st Owner,Alwar,Alto 800,LXI,Petrol,2017,Manual,"11,708 Kms","3,43,530"
2190,Maruti,1st Owner,Jaipur,Celerio,ZXI Optional,Petrol,2016,Manual,"14,762 Kms","4,28,022"
2191,Maruti,1st Owner,Jaipur,S-Presso,STD,Petrol,2019,Manual,"1,577 Kms","3,51,000"
2192,Toyota,1st Owner,Jaipur,Etios Liva,GD SP,Diesel,2013,Manual,"103,561 Kms","3,91,000"
2193,Maruti,1st Owner,Jaipur,Vitara Brezza,ZDi Plus,Diesel,2019,Manual,"36,521 Kms","9,77,500"
2194,Hyundai,1st Owner,Jaipur,i20,1.2 Spotz,Petrol,2018,Manual,"17,723 Kms","6,39,588"
2195,Maruti,1st Owner,Jaipur,Ignis,1.2 Delta BSIV,Petrol,2018,Manual,"14,302 Kms","5,07,500"
2196,Maruti,1st Owner,Jaipur,Swift Dzire,VDI,Diesel,2015,Manual,"77,482 Kms","5,59,560"
2197,Skoda,1st Owner,Jaipur,Rapid,1.5 TDI Style BSIV,Diesel,2017,Manual,"71,258 Kms","7,37,805"
2198,Hyundai,1st Owner,Kota,Venue,SX Turbo,Petrol,2020,Manual,"8,364 Kms","10,39,400"
2199,Maruti,1st Owner,Jaipur,Alto K10,VXI,Petrol,2015,Manual,"13,428 Kms","3,53,600"
2200,Hyundai,1st Owner,Jaipur,Grand i10,1.2 Kappa Sportz BSIV,Petrol,2019,Manual,"8,098 Kms","6,12,010"
2201,Hyundai,2nd Owner,Jaipur,Grand i10,CRDi Sportz,Diesel,2016,Manual,"75,923 Kms","4,21,000"
2202,Renault,1st Owner,Jaipur,KWID,1.0,Petrol,2017,Manual,"23,635 Kms","3,31,000"
2203,Renault,1st Owner,Jaipur,KWID,RXT,Petrol,2017,Manual,"34,901 Kms","2,96,000"
2204,Maruti,1st Owner,Jaipur,Baleno,Alpha,Petrol,2020,Manual,"14,975 Kms","7,50,000"
2223,Maruti,1st Owner,Jaipur,Swift,VDI BSIV,Diesel,2011,Manual,"38,437 Kms","3,80,350"
2243,Maruti,1st Owner,Jaipur,Swift Dzire,VXI 1.2 BS IV,Petrol,2018,Manual,"18,830 Kms","6,87,500"
2288,Hyundai,1st Owner,Jaipur,Grand i10,Sportz,Petrol,2015,Manual,"23,189 Kms","4,76,500"
2291,Hyundai,1st Owner,Jaipur,Grand i10,1.2 Kappa Magna BSIV,Petrol,2018,Manual,"50,067 Kms","4,96,325"
2296,Renault,1st Owner,Jaipur,KWID,RXL,Petrol,2018,Manual,"1,355 Kms","3,40,586"
2700,Maruti,2nd Owner,Mumbai,SX4,Vxi BSIII,Petrol,2009,Manual,"33,725 Kms","1,72,000"
2701,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"26,689 Kms","5,51,500"
2702,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional MT BSIV,Petrol,2015,Manual,"60,086 Kms","3,93,000"
2703,Maruti,2nd Owner,Mumbai,Celerio,VXI,Petrol,2017,Manual,"28,176 Kms","4,00,000"
2704,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"21,855 Kms","5,58,000"
2705,Maruti,1st Owner,Mumbai,Wagon R,AMT VXI,Petrol,2016,Automatic,"18,363 Kms","4,44,500"
2706,Hyundai,1st Owner,Mumbai,Grand i10,Magna,Petrol,2014,Manual,"31,884 Kms","4,06,500"
2707,Hyundai,2nd Owner,Mumbai,i20,Asta Option 1.4 CRDi,Diesel,2014,Manual,"80,925 Kms","5,19,500"
2708,Maruti,1st Owner,Mumbai,Wagon R,VXI Opt,Petrol,2016,Manual,"58,472 Kms","3,70,000"
2709,Hyundai,1st Owner,Mumbai,i20 Active,1.2 S,Petrol,2017,Manual,"47,113 Kms","5,76,000"
2710,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional,Petrol,2015,Manual,"33,818 Kms","4,29,500"
2711,Hyundai,1st Owner,Mumbai,i20,Asta 1.2,Petrol,2015,Manual,"56,817 Kms","5,66,500"
2712,Hyundai,1st Owner,Mumbai,Grand i10,1.2 Kappa Magna BSIV,Petrol,2019,Manual,"3,811 Kms","5,08,500"
2713,Hyundai,1st Owner,Mumbai,i20,Sportz 1.2,Petrol,2015,Manual,"33,507 Kms","5,62,500"
2721,Maruti,2nd Owner,Mumbai,SX4,Vxi BSIII,Petrol,2009,Manual,"33,725 Kms","1,72,000"
2722,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"26,689 Kms","5,51,500"
2723,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional MT BSIV,Petrol,2015,Manual,"60,086 Kms","3,93,000"
2724,Maruti,2nd Owner,Mumbai,Celerio,VXI,Petrol,2017,Manual,"28,176 Kms","4,00,000"
2725,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"21,855 Kms","5,58,000"
2726,Maruti,1st Owner,Mumbai,Wagon R,AMT VXI,Petrol,2016,Automatic,"18,363 Kms","4,44,500"
2727,Hyundai,1st Owner,Mumbai,Grand i10,Magna,Petrol,2014,Manual,"31,884 Kms","4,06,500"
2728,Hyundai,2nd Owner,Mumbai,i20,Asta Option 1.4 CRDi,Diesel,2014,Manual,"80,925 Kms","5,19,500"
2729,Maruti,1st Owner,Mumbai,Wagon R,VXI Opt,Petrol,2016,Manual,"58,472 Kms","3,70,000"
2730,Hyundai,1st Owner,Mumbai,i20 Active,1.2 S,Petrol,2017,Manual,"47,113 Kms","5,76,000"
2731,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional,Petrol,2015,Manual,"33,818 Kms","4,29,500"
2732,Hyundai,1st Owner,Mumbai,i20,Asta 1.2,Petrol,2015,Manual,"56,817 Kms","5,66,500"
2733,Hyundai,1st Owner,Mumbai,Grand i10,1.2 Kappa Magna BSIV,Petrol,2019,Manual,"3,811 Kms","5,08,500"
2734,Hyundai,1st Owner,Mumbai,i20,Sportz 1.2,Petrol,2015,Manual,"33,507 Kms","5,62,500"
2756,Maruti,2nd Owner,Mumbai,SX4,Vxi BSIII,Petrol,2009,Manual,"33,725 Kms","1,72,000"
2757,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"26,689 Kms","5,51,500"
2758,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional MT BSIV,Petrol,2015,Manual,"60,086 Kms","3,93,000"
2759,Maruti,2nd Owner,Mumbai,Celerio,VXI,Petrol,2017,Manual,"28,176 Kms","4,00,000"
2760,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"21,855 Kms","5,58,000"
2761,Maruti,1st Owner,Mumbai,Wagon R,AMT VXI,Petrol,2016,Automatic,"18,363 Kms","4,44,500"
2762,Hyundai,1st Owner,Mumbai,Grand i10,Magna,Petrol,2014,Manual,"31,884 Kms","4,06,500"
2763,Hyundai,2nd Owner,Mumbai,i20,Asta Option 1.4 CRDi,Diesel,2014,Manual,"80,925 Kms","5,19,500"
2764,Maruti,1st Owner,Mumbai,Wagon R,VXI Opt,Petrol,2016,Manual,"58,472 Kms","3,70,000"
2765,Hyundai,1st Owner,Mumbai,i20 Active,1.2 S,Petrol,2017,Manual,"47,113 Kms","5,76,000"
2766,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional,Petrol,2015,Manual,"33,818 Kms","4,29,500"
2767,Hyundai,1st Owner,Mumbai,i20,Asta 1.2,Petrol,2015,Manual,"56,817 Kms","5,66,500"
2768,Hyundai,1st Owner,Mumbai,Grand i10,1.2 Kappa Magna BSIV,Petrol,2019,Manual,"3,811 Kms","5,08,500"
2769,Hyundai,1st Owner,Mumbai,i20,Sportz 1.2,Petrol,2015,Manual,"33,507 Kms","5,62,500"
2811,Maruti,2nd Owner,Mumbai,SX4,Vxi BSIII,Petrol,2009,Manual,"33,725 Kms","1,72,000"
2812,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"26,689 Kms","5,51,500"
2813,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional MT BSIV,Petrol,2015,Manual,"60,086 Kms","3,93,000"
2814,Maruti,2nd Owner,Mumbai,Celerio,VXI,Petrol,2017,Manual,"28,176 Kms","4,00,000"
2815,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"21,855 Kms","5,58,000"
2816,Maruti,1st Owner,Mumbai,Wagon R,AMT VXI,Petrol,2016,Automatic,"18,363 Kms","4,44,500"
2817,Hyundai,1st Owner,Mumbai,Grand i10,Magna,Petrol,2014,Manual,"31,884 Kms","4,06,500"
2818,Hyundai,2nd Owner,Mumbai,i20,Asta Option 1.4 CRDi,Diesel,2014,Manual,"80,925 Kms","5,19,500"
2819,Maruti,1st Owner,Mumbai,Wagon R,VXI Opt,Petrol,2016,Manual,"58,472 Kms","3,70,000"
2820,Hyundai,1st Owner,Mumbai,i20 Active,1.2 S,Petrol,2017,Manual,"47,113 Kms","5,76,000"
2821,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional,Petrol,2015,Manual,"33,818 Kms","4,29,500"
2822,Hyundai,1st Owner,Mumbai,i20,Asta 1.2,Petrol,2015,Manual,"56,817 Kms","5,66,500"
2823,Hyundai,1st Owner,Mumbai,Grand i10,1.2 Kappa Magna BSIV,Petrol,2019,Manual,"3,811 Kms","5,08,500"
2824,Hyundai,1st Owner,Mumbai,i20,Sportz 1.2,Petrol,2015,Manual,"33,507 Kms","5,62,500"
2886,Maruti,2nd Owner,Mumbai,SX4,Vxi BSIII,Petrol,2009,Manual,"33,725 Kms","1,72,000"
2887,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"26,689 Kms","5,51,500"
2888,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional MT BSIV,Petrol,2015,Manual,"60,086 Kms","3,93,000"
2889,Maruti,2nd Owner,Mumbai,Celerio,VXI,Petrol,2017,Manual,"28,176 Kms","4,00,000"
2890,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"21,855 Kms","5,58,000"
2891,Maruti,1st Owner,Mumbai,Wagon R,AMT VXI,Petrol,2016,Automatic,"18,363 Kms","4,44,500"
2892,Hyundai,1st Owner,Mumbai,Grand i10,Magna,Petrol,2014,Manual,"31,884 Kms","4,06,500"
2893,Hyundai,2nd Owner,Mumbai,i20,Asta Option 1.4 CRDi,Diesel,2014,Manual,"80,925 Kms","5,19,500"
2894,Maruti,1st Owner,Mumbai,Wagon R,VXI Opt,Petrol,2016,Manual,"58,472 Kms","3,70,000"
2895,Hyundai,1st Owner,Mumbai,i20 Active,1.2 S,Petrol,2017,Manual,"47,113 Kms","5,76,000"
2896,Maruti,1st Owner,Mumbai,Celerio,ZXI Optional,Petrol,2015,Manual,"33,818 Kms","4,29,500"
2897,Hyundai,1st Owner,Mumbai,i20,Asta 1.2,Petrol,2015,Manual,"56,817 Kms","5,66,500"
2898,Hyundai,1st Owner,Mumbai,Grand i10,1.2 Kappa Magna BSIV,Petrol,2019,Manual,"3,811 Kms","5,08,500"
2899,Hyundai,1st Owner,Mumbai,i20,Sportz 1.2,Petrol,2015,Manual,"33,507 Kms","5,62,500"
2981,Maruti,1st Owner,New-Delhi,Ignis,1.2 AMT Delta BSIV,Petrol,2018,Automatic,"17,011 Kms","4,50,000"
2982,Maruti,1st Owner,New-Delhi,Celerio,VXI,Petrol,2016,Manual,"36,243 Kms","3,44,500"
2983,Hyundai,1st Owner,New-Delhi,Creta,1.6 CRDi AT SX Plus,Diesel,2016,Automatic,"96,195 Kms","9,26,500"
2984,Maruti,1st Owner,New-Delhi,Alto,LXi,Petrol,2012,Manual,"28,123 Kms","1,89,500"
2985,Ford,1st Owner,New-Delhi,Ecosport,1.5 Diesel Titanium,Diesel,2016,Manual,"87,967 Kms","6,05,000"
2986,Honda,2nd Owner,New-Delhi,Brio,S MT,Petrol,2012,Manual,"27,371 Kms","2,29,000"
2987,Maruti,1st Owner,New-Delhi,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"9,277 Kms","4,78,500"
2988,Honda,1st Owner,New-Delhi,Amaze,S i-Vtech,Petrol,2015,Manual,"65,873 Kms","3,78,500"
2989,Maruti,1st Owner,New-Delhi,Alto 800,VXI,Petrol,2017,Manual,"23,845 Kms","2,83,500"
2990,Maruti,1st Owner,New-Delhi,Alto 800,STD,Petrol,2019,Manual,"5,673 Kms","2,66,500"
2991,Hyundai,1st Owner,New-Delhi,Creta,1.4 E Plus,Diesel,2018,Manual,"17,013 Kms","9,17,500"
2992,Renault,1st Owner,New-Delhi,Duster,85PS Diesel RxL,Diesel,2015,Manual,"82,193 Kms","4,30,500"
2993,Honda,1st Owner,New-Delhi,WR-V,i-DTEC S,Diesel,2018,Manual,"61,372 Kms","6,69,500"
2994,Toyota,1st Owner,New-Delhi,Etios,GD,Diesel,2012,Manual,"67,585 Kms","2,97,000"
3000,Maruti,1st Owner,New-Delhi,Ignis,1.2 AMT Delta BSIV,Petrol,2018,Automatic,"17,011 Kms","4,50,000"
3001,Maruti,1st Owner,New-Delhi,Celerio,VXI,Petrol,2016,Manual,"36,243 Kms","3,44,500"
3002,Hyundai,1st Owner,New-Delhi,Creta,1.6 CRDi AT SX Plus,Diesel,2016,Automatic,"96,195 Kms","9,26,500"
3003,Maruti,1st Owner,New-Delhi,Alto,LXi,Petrol,2012,Manual,"28,123 Kms","1,89,500"
3004,Ford,1st Owner,New-Delhi,Ecosport,1.5 Diesel Titanium,Diesel,2016,Manual,"87,967 Kms","6,05,000"
3005,Honda,2nd Owner,New-Delhi,Brio,S MT,Petrol,2012,Manual,"27,371 Kms","2,29,000"
3006,Maruti,1st Owner,New-Delhi,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"9,277 Kms","4,78,500"
3007,Honda,1st Owner,New-Delhi,Amaze,S i-Vtech,Petrol,2015,Manual,"65,873 Kms","3,78,500"
3008,Maruti,1st Owner,New-Delhi,Alto 800,VXI,Petrol,2017,Manual,"23,845 Kms","2,83,500"
3009,Maruti,1st Owner,New-Delhi,Alto 800,STD,Petrol,2019,Manual,"5,673 Kms","2,66,500"
3010,Hyundai,1st Owner,New-Delhi,Creta,1.4 E Plus,Diesel,2018,Manual,"17,013 Kms","9,17,500"
3011,Renault,1st Owner,New-Delhi,Duster,85PS Diesel RxL,Diesel,2015,Manual,"82,193 Kms","4,30,500"
3012,Honda,1st Owner,New-Delhi,WR-V,i-DTEC S,Diesel,2018,Manual,"61,372 Kms","6,69,500"
3013,Toyota,1st Owner,New-Delhi,Etios,GD,Diesel,2012,Manual,"67,585 Kms","2,97,000"
3019,Maruti,1st Owner,New-Delhi,Ignis,1.2 AMT Delta BSIV,Petrol,2018,Automatic,"17,011 Kms","4,50,000"
3020,Maruti,1st Owner,New-Delhi,Celerio,VXI,Petrol,2016,Manual,"36,243 Kms","3,44,500"
3021,Hyundai,1st Owner,New-Delhi,Creta,1.6 CRDi AT SX Plus,Diesel,2016,Automatic,"96,195 Kms","9,26,500"
3022,Maruti,1st Owner,New-Delhi,Alto,LXi,Petrol,2012,Manual,"28,123 Kms","1,89,500"
3023,Ford,1st Owner,New-Delhi,Ecosport,1.5 Diesel Titanium,Diesel,2016,Manual,"87,967 Kms","6,05,000"
3024,Honda,2nd Owner,New-Delhi,Brio,S MT,Petrol,2012,Manual,"27,371 Kms","2,29,000"
3025,Maruti,1st Owner,New-Delhi,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"9,277 Kms","4,78,500"
3026,Honda,1st Owner,New-Delhi,Amaze,S i-Vtech,Petrol,2015,Manual,"65,873 Kms","3,78,500"
3027,Maruti,1st Owner,New-Delhi,Alto 800,VXI,Petrol,2017,Manual,"23,845 Kms","2,83,500"
3028,Maruti,1st Owner,New-Delhi,Alto 800,STD,Petrol,2019,Manual,"5,673 Kms","2,66,500"
3029,Hyundai,1st Owner,New-Delhi,Creta,1.4 E Plus,Diesel,2018,Manual,"17,013 Kms","9,17,500"
3030,Renault,1st Owner,New-Delhi,Duster,85PS Diesel RxL,Diesel,2015,Manual,"82,193 Kms","4,30,500"
3031,Honda,1st Owner,New-Delhi,WR-V,i-DTEC S,Diesel,2018,Manual,"61,372 Kms","6,69,500"
3032,Toyota,1st Owner,New-Delhi,Etios,GD,Diesel,2012,Manual,"67,585 Kms","2,97,000"
3053,Maruti,1st Owner,New-Delhi,Ignis,1.2 AMT Delta BSIV,Petrol,2018,Automatic,"17,011 Kms","4,50,000"
3054,Maruti,1st Owner,New-Delhi,Celerio,VXI,Petrol,2016,Manual,"36,243 Kms","3,44,500"
3055,Hyundai,1st Owner,New-Delhi,Creta,1.6 CRDi AT SX Plus,Diesel,2016,Automatic,"96,195 Kms","9,26,500"
3056,Maruti,1st Owner,New-Delhi,Alto,LXi,Petrol,2012,Manual,"28,123 Kms","1,89,500"
3057,Ford,1st Owner,New-Delhi,Ecosport,1.5 Diesel Titanium,Diesel,2016,Manual,"87,967 Kms","6,05,000"
3058,Honda,2nd Owner,New-Delhi,Brio,S MT,Petrol,2012,Manual,"27,371 Kms","2,29,000"
3059,Maruti,1st Owner,New-Delhi,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"9,277 Kms","4,78,500"
3060,Honda,1st Owner,New-Delhi,Amaze,S i-Vtech,Petrol,2015,Manual,"65,873 Kms","3,78,500"
3061,Maruti,1st Owner,New-Delhi,Alto 800,VXI,Petrol,2017,Manual,"23,845 Kms","2,83,500"
3062,Maruti,1st Owner,New-Delhi,Alto 800,STD,Petrol,2019,Manual,"5,673 Kms","2,66,500"
3063,Hyundai,1st Owner,New-Delhi,Creta,1.4 E Plus,Diesel,2018,Manual,"17,013 Kms","9,17,500"
3064,Renault,1st Owner,New-Delhi,Duster,85PS Diesel RxL,Diesel,2015,Manual,"82,193 Kms","4,30,500"
3065,Honda,1st Owner,New-Delhi,WR-V,i-DTEC S,Diesel,2018,Manual,"61,372 Kms","6,69,500"
3066,Toyota,1st Owner,New-Delhi,Etios,GD,Diesel,2012,Manual,"67,585 Kms","2,97,000"
3106,Maruti,1st Owner,New-Delhi,Ignis,1.2 AMT Delta BSIV,Petrol,2018,Automatic,"17,011 Kms","4,50,000"
3107,Maruti,1st Owner,New-Delhi,Celerio,VXI,Petrol,2016,Manual,"36,243 Kms","3,44,500"
3108,Hyundai,1st Owner,New-Delhi,Creta,1.6 CRDi AT SX Plus,Diesel,2016,Automatic,"96,195 Kms","9,26,500"
3109,Maruti,1st Owner,New-Delhi,Alto,LXi,Petrol,2012,Manual,"28,123 Kms","1,89,500"
3110,Ford,1st Owner,New-Delhi,Ecosport,1.5 Diesel Titanium,Diesel,2016,Manual,"87,967 Kms","6,05,000"
3111,Honda,2nd Owner,New-Delhi,Brio,S MT,Petrol,2012,Manual,"27,371 Kms","2,29,000"
3112,Maruti,1st Owner,New-Delhi,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"9,277 Kms","4,78,500"
3113,Honda,1st Owner,New-Delhi,Amaze,S i-Vtech,Petrol,2015,Manual,"65,873 Kms","3,78,500"
3114,Maruti,1st Owner,New-Delhi,Alto 800,VXI,Petrol,2017,Manual,"23,845 Kms","2,83,500"
3115,Maruti,1st Owner,New-Delhi,Alto 800,STD,Petrol,2019,Manual,"5,673 Kms","2,66,500"
3116,Hyundai,1st Owner,New-Delhi,Creta,1.4 E Plus,Diesel,2018,Manual,"17,013 Kms","9,17,500"
3117,Renault,1st Owner,New-Delhi,Duster,85PS Diesel RxL,Diesel,2015,Manual,"82,193 Kms","4,30,500"
3118,Honda,1st Owner,New-Delhi,WR-V,i-DTEC S,Diesel,2018,Manual,"61,372 Kms","6,69,500"
3119,Toyota,1st Owner,New-Delhi,Etios,GD,Diesel,2012,Manual,"67,585 Kms","2,97,000"
3179,Hyundai,1st Owner,New-Delhi,Creta,1.4 E Plus,Diesel,2018,Manual,"17,013 Kms","9,17,500"
3180,Honda,1st Owner,New-Delhi,WR-V,i-DTEC S,Diesel,2018,Manual,"61,372 Kms","6,69,500"
3181,Toyota,1st Owner,New-Delhi,Etios,GD,Diesel,2012,Manual,"67,585 Kms","2,97,000"
3182,Maruti,1st Owner,New-Delhi,Vitara Brezza,ZDi,Diesel,2019,Manual,"46,244 Kms","8,42,500"
3183,Maruti,1st Owner,New-Delhi,Ciaz,ZDi Plus SHVS,Diesel,2017,Manual,"60,573 Kms","6,61,000"
3184,Maruti,1st Owner,New-Delhi,Ciaz,1.4 Sigma,Petrol,2017,Manual,"26,793 Kms","6,80,000"
3185,Ford,2nd Owner,New-Delhi,Ecosport,1.5 Diesel Titanium Plus BSIV,Diesel,2018,Manual,"80,505 Kms","7,38,000"
3186,Renault,1st Owner,New-Delhi,Duster,110PS Diesel RxL AMT,Diesel,2016,Automatic,"72,273 Kms","6,38,500"
3187,Maruti,1st Owner,New-Delhi,Vitara Brezza,ZDi AMT,Diesel,2019,Automatic,"49,697 Kms","8,47,000"
3188,Maruti,1st Owner,New-Delhi,Ciaz,VDi,Diesel,2015,Manual,"78,667 Kms","4,70,000"
3189,Maruti,1st Owner,New-Delhi,Ciaz,VDi Plus SHVS,Diesel,2016,Manual,"62,233 Kms","5,54,500"
3190,Maruti,1st Owner,New-Delhi,Baleno,1.2 Zeta,Petrol,2017,Manual,"42,924 Kms","5,44,500"
3191,Toyota,1st Owner,New-Delhi,Etios,VD,Diesel,2014,Manual,"57,513 Kms","4,38,500"
3192,Maruti,1st Owner,New-Delhi,Ciaz,VXi,Petrol,2016,Manual,"24,540 Kms","6,92,500"
3193,Ford,2nd Owner,New-Delhi,Ecosport,1.5 DV5 MT Titanium Optional,Diesel,2013,Manual,"91,401 Kms","4,18,000"
3194,Tata,1st Owner,New-Delhi,Altroz,XZ,Petrol,2020,Manual,"7,914 Kms","7,01,000"
3195,Hyundai,1st Owner,New-Delhi,i20 Active,1.4 S,Diesel,2015,Manual,"43,455 Kms","4,71,000"
3196,Nissan,2nd Owner,New-Delhi,Terrano,XV 110 PS,Diesel,2014,Manual,"85,542 Kms","4,31,500"
3197,Maruti,1st Owner,New-Delhi,Ciaz,VDi Plus SHVS,Diesel,2016,Manual,"107,164 Kms","4,66,000"
3198,Hyundai,1st Owner,New-Delhi,i10,Era 1.1,Petrol,2011,Manual,"54,190 Kms","1,83,000"
3214,Hyundai,1st Owner,Noida,i20,1.2 Spotz,Petrol,2018,Manual,"9,566 Kms","6,40,500"
3215,Maruti,1st Owner,Noida,Wagon R,VXI,Petrol,2017,Manual,"41,299 Kms","3,61,000"
3219,Hyundai,1st Owner,New-Delhi,Creta,1.4 E Plus,Diesel,2018,Manual,"17,013 Kms","9,17,500"
3220,Honda,1st Owner,New-Delhi,WR-V,i-DTEC S,Diesel,2018,Manual,"61,372 Kms","6,69,500"
3221,Toyota,1st Owner,New-Delhi,Etios,GD,Diesel,2012,Manual,"67,585 Kms","2,97,000"
3222,Maruti,1st Owner,New-Delhi,Vitara Brezza,ZDi,Diesel,2019,Manual,"46,244 Kms","8,42,500"
3223,Maruti,1st Owner,New-Delhi,Ciaz,ZDi Plus SHVS,Diesel,2017,Manual,"60,573 Kms","6,61,000"
3224,Maruti,1st Owner,New-Delhi,Ciaz,1.4 Sigma,Petrol,2017,Manual,"26,793 Kms","6,80,000"
3225,Ford,2nd Owner,New-Delhi,Ecosport,1.5 Diesel Titanium Plus BSIV,Diesel,2018,Manual,"80,505 Kms","7,38,000"
3226,Renault,1st Owner,New-Delhi,Duster,110PS Diesel RxL AMT,Diesel,2016,Automatic,"72,273 Kms","6,38,500"
3227,Maruti,1st Owner,New-Delhi,Vitara Brezza,ZDi AMT,Diesel,2019,Automatic,"49,697 Kms","8,47,000"
3228,Maruti,1st Owner,New-Delhi,Ciaz,VDi,Diesel,2015,Manual,"78,667 Kms","4,70,000"
3229,Maruti,1st Owner,New-Delhi,Ciaz,VDi Plus SHVS,Diesel,2016,Manual,"62,233 Kms","5,54,500"
3230,Maruti,1st Owner,New-Delhi,Baleno,1.2 Zeta,Petrol,2017,Manual,"42,924 Kms","5,44,500"
3231,Toyota,1st Owner,New-Delhi,Etios,VD,Diesel,2014,Manual,"57,513 Kms","4,38,500"
3232,Maruti,1st Owner,New-Delhi,Ciaz,VXi,Petrol,2016,Manual,"24,540 Kms","6,92,500"
3233,Ford,2nd Owner,New-Delhi,Ecosport,1.5 DV5 MT Titanium Optional,Diesel,2013,Manual,"91,401 Kms","4,18,000"
3234,Tata,1st Owner,New-Delhi,Altroz,XZ,Petrol,2020,Manual,"7,914 Kms","7,01,000"
3235,Hyundai,1st Owner,New-Delhi,i20 Active,1.4 S,Diesel,2015,Manual,"43,455 Kms","4,71,000"
3236,Nissan,2nd Owner,New-Delhi,Terrano,XV 110 PS,Diesel,2014,Manual,"85,542 Kms","4,31,500"
3237,Maruti,1st Owner,New-Delhi,Ciaz,VDi Plus SHVS,Diesel,2016,Manual,"107,164 Kms","4,66,000"
3238,Hyundai,1st Owner,New-Delhi,i10,Era 1.1,Petrol,2011,Manual,"54,190 Kms","1,83,000"
3254,Hyundai,1st Owner,Noida,i20,1.2 Spotz,Petrol,2018,Manual,"9,566 Kms","6,40,500"
3255,Maruti,1st Owner,Noida,Wagon R,VXI,Petrol,2017,Manual,"41,299 Kms","3,61,000"
3259,Hyundai,1st Owner,Noida,Grand i10,Sportz,Petrol,2015,Manual,"80,081 Kms","3,76,000"
3279,Hyundai,1st Owner,New-Delhi,Creta,1.4 E Plus,Diesel,2018,Manual,"17,013 Kms","9,17,500"
3280,Honda,1st Owner,New-Delhi,WR-V,i-DTEC S,Diesel,2018,Manual,"61,372 Kms","6,69,500"
3281,Toyota,1st Owner,New-Delhi,Etios,GD,Diesel,2012,Manual,"67,585 Kms","2,97,000"
3282,Maruti,1st Owner,New-Delhi,Vitara Brezza,ZDi,Diesel,2019,Manual,"46,244 Kms","8,42,500"
3283,Maruti,1st Owner,New-Delhi,Ciaz,ZDi Plus SHVS,Diesel,2017,Manual,"60,573 Kms","6,61,000"
3284,Maruti,1st Owner,New-Delhi,Ciaz,1.4 Sigma,Petrol,2017,Manual,"26,793 Kms","6,80,000"
3285,Ford,2nd Owner,New-Delhi,Ecosport,1.5 Diesel Titanium Plus BSIV,Diesel,2018,Manual,"80,505 Kms","7,38,000"
3286,Renault,1st Owner,New-Delhi,Duster,110PS Diesel RxL AMT,Diesel,2016,Automatic,"72,273 Kms","6,38,500"
3287,Maruti,1st Owner,New-Delhi,Vitara Brezza,ZDi AMT,Diesel,2019,Automatic,"49,697 Kms","8,47,000"
3288,Maruti,1st Owner,New-Delhi,Ciaz,VDi,Diesel,2015,Manual,"78,667 Kms","4,70,000"
